title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Acapulco La vida va,movie,"""Comedy, Drama""",2017,tt3442726,5.4,154,"""AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
"Acapulco, prima spiaggia... a sinistra",movie,"""Comedy""",1983,tt0085134,5.3,307,"""IT, SM, VA"""
Access All Areas,tv,"""Adventure""",2017,tt7059810,7.2,6,"""CM, GH, GY, KE, LI, MW, NG, UG"""
Accidental Luxuriance of the Translucent Watery Rebus,movie,"""Animation, Fantasy, Thriller""",2020,tt12354878,6.1,266,"""ES, GB, GG, IE"""
Achilles and the Tortoise,movie,"""Comedy, Drama""",2008,tt1217243,7.3,3873,"""ES"""
Acid,movie,"""Thriller""",2023,tt29457888,5.2,23,"""GB, GG, IE"""
Acquasanta Joe,movie,"""Action, Adventure, Drama""",1971,tt0066743,4.6,282,"""BE, BF, CD, CH, CI, GF, LI, MC, MG, ML, NE, PF, SN, US"""
Adam Sandler: Funny Guy,movie,"""Biography, Comedy""",2020,tt12792672,4.6,118,"""GB, GG, US"""
Adda,movie,"""Comedy, Drama""",2019,tt8347754,6.6,138,"""BZ, GB, GG"""
Addicted to Sheep,movie,"""Documentary, Family""",2015,tt3837976,7.4,89,"""BG, CY, CZ, DK, EE, FI, GB, GG, GR, HR, HU, IE, IS, LT, LV, MD, NO, RO, SE, SI, SK"""
Adhibar,movie,"""Action, Thriller""",2015,tt4991828,3,35,"""BM, BZ, GI, IE, LC, MY, NZ, PG, TC"""
Adieu Paris,movie,"""Comedy, Drama""",2021,tt13492256,4.8,372,"""US"""
Adrenalin: Fear the Rush,movie,"""Action, Sci-Fi, Thriller""",1996,tt0115471,3.8,3896,"""IT, SM, VA"""
Adult Interference,movie,"""Comedy""",2017,tt5655604,4.5,172,"""CA, US"""
Adventures in Plymptoons!,movie,"""Biography, Documentary""",2011,tt1691448,7.2,83,"""GB, GG, IE"""
Adventures of Bailey: A Night in Cowtown,movie,"""Comedy, Family""",2013,tt2457258,6.5,68,"""AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, US, UY, VE"""
Adventures of Petey and Friends,movie,"""Adventure, Animation, Comedy""",2009,tt5538124,3.6,89,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, US, UY, VE"""
Adverse,movie,"""Crime, Thriller""",2020,tt8597594,4.2,16220,"""IT, SM, US, VA"""
AE: Apocalypse Earth,movie,"""Action, Adventure, Sci-Fi""",2013,tt2756412,3.4,2224,"""AU, BF, CA, CD, DK, FI, IS, MG, ML, NO, SE, SN, US"""
Africa Fusion,movie,"""Documentary""",2016,tt5785934,7.1,84,"""AG, AU, BB, BS, BZ, CA, CM, DK, FI, GB, GG, GH, GY, IE, IS, JM, KE, MW, NG, NO, NZ, SE, TT, UG, ZA"""
African Bambi,movie,"""Documentary, Family""",2007,tt0969216,6.4,116,"""AU, CA, GB, GG, GH, IE, KE, NG, NZ, UG, US, ZA"""
After the Rain,tv,"""Comedy""",2018,tt11764170,6.6,14,"""CH, LI"""
After We Fell,movie,"""Drama, Romance""",2021,tt13069986,4.8,21577,"""AD, AG, AR, AU, BB, BM, BO, BR, BS, BZ, CA, CL, CO, CR, CU, DO, EC, ES, FR, GB, GF, GG, GI, GT, GY, HN, IE, IT, JM, LC, MC, MT, MX, NI, NL, NZ, PA, PE, PF, PG, PL, PT, PY, SM, SV, TC, TT, UY, VA, VE"""
After.Life,movie,"""Drama, Mystery, Thriller""",2009,tt0838247,5.9,41770,"""BE, BF, CD, CH, CI, GF, LI, MC, MG, ML, NE, PF, SN"""
Aftermath,movie,"""Drama, Mystery, Sci-Fi""",2024,tt21572042,4.2,3390,"""GB, GG, IE"""
Aftertaste,tv,"""Comedy, Drama""",2021,tt13028580,6.5,1031,"""AU, CA, GB, GG, NZ, US"""
Against the Wild 2: Survive the Serengeti,movie,"""Action, Adventure, Family""",2016,tt4519312,4.6,604,"""AR, BO, BZ, CH, CL, CO, CR, DO, EC, GH, GT, HN, IT, KE, LI, MX, NG, NI, PA, PE, PY, SM, SV, UG, UY, VA, VE, ZA"""
Agatha and the Midnight Murders,movie,"""Crime, Drama, Mystery""",2020,tt11062400,5.5,2656,"""BE, CH, ES, FR, GF, JP, MC, PF"""
Age of Dinosaurs,movie,"""Action, Adventure, Sci-Fi""",2013,tt2518926,2.8,2624,"""BZ, DK, FI, GB, GG, IE, NI, NO, SE"""
Age of the Dragons,movie,"""Action, Adventure, Fantasy""",2011,tt1594917,3.4,4580,"""AT, BE, CA, CH, CI, DE, ES, FR, GB, GF, GG, IE, MC, NE, PF"""
Age Out,movie,"""Crime, Drama""",2018,tt5342090,6,1145,"""CA, IT, SM, US, VA"""
Agent F.O.X.,movie,"""Adventure, Animation, Comedy""",2014,tt3897080,3.1,294,"""US"""
Agent Jayne,movie,"""Crime, Thriller""",2024,tt16476046,7.4,255,"""GB, GG, IE"""
Agnes,movie,"""Drama, Horror""",2021,tt11348542,3.8,1731,"""AT, CH, DE, ES, GB, GG"""
Agnichakra,movie,"""Action""",1997,tt0112308,2.8,89,"""DK, FI, IN, IS, NO, SE"""
Ah Boys to Men II,movie,"""Comedy""",2013,tt2910300,6.2,328,"""MY, SG"""
a-ha: The Movie,movie,"""Biography, Documentary, Music""",2021,tt10851414,7,1294,"""JP"""
Ahare Mon,movie,"""Drama, Romance""",2018,tt8158512,7.2,409,"""AG, AU, BB, BM, BS, BZ, CA, CM, GB, GG, GH, GI, GY, IE, IN, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, US, ZA"""
Air Force One Is Down,tv,"""Action""",2013,tt2338467,4.1,639,"""AU, BZ, DK, FI, GB, GG, IE, IS, NI, NO, SE, US"""
Airpocalypse,movie,"""Action, Adventure, Comedy""",2018,tt9409854,3.9,150,"""US"""
Al Pitcher - Big in Sweden,movie,"""Comedy, Documentary""",2019,tt10940804,7,156,"""GB, GG, IE"""
Alba,movie,"""Drama, Family""",2016,tt4572682,6.7,494,"""AG, AR, BB, BM, BO, BR, BS, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, TT, UY, VE"""
Alex & Eve,movie,"""Comedy, Romance""",2015,tt3818286,5.9,1168,"""AT, DE, ES, GB, GG, HR, IT, SM, VA"""
Alex Câmera 10,movie,"""Documentary""",2017,tt14565164,6.2,19,"""AG, AO, BB, BM, BS, BZ, CM, GH, GI, GY, JM, KE, LC, MW, MZ, NG, NZ, PG, PH, TC, TT, UG, ZA"""
Alex Polizzi: My Hotel Nightmare,tv,"""Documentary""",2021,tt11396218,7.3,26,"""US"""
Alexander Nevsky,movie,"""Action, Biography, Drama""",1938,tt0029850,7.5,12486,"""IE, JP"""
Alexandra Ehle,tv,"""Crime, Drama, Mystery""",2018,tt8185098,6.6,208,"""US"""
ALF Tales,tv,"""Animation, Comedy, Family""",1988,tt0094413,6.2,327,"""US"""
Alfie,movie,"""Comedy, Drama, Romance""",2004,tt0375173,6.2,55366,"""PT"""
Alfons Åberg,tv,"""Animation, Family, Short""",1979,tt1408434,6.9,433,"""DK, FI, NO, SE"""
Alfred & Anna,movie,"""Animation, Romance, Short""",2012,tt2716296,6.4,16,"""ES"""
Algiers,movie,"""Mystery, Thriller""",2024,tt32260733,8.6,9,"""GB, GG, JP, US"""
Ali Baba and the Forty Thieves,movie,"""Adventure, Fantasy, Romance""",1943,tt0036591,6.3,1411,"""JP"""
Ali: Fear Eats the Soul,movie,"""Drama, Romance""",1974,tt0071141,8,24501,"""AT, DE"""
Alibi.com 2,movie,"""Comedy""",2023,tt20424172,6.5,3137,"""PL"""
Alice-Miranda Friends Forever,movie,"""Animation, Family""",2019,tt12580204,7.2,35,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, IE, JM, KE, LC, MW, NG, PG, PH, TC, TT, UG, ZA"""
Alice's Adventures in Wonderland,movie,"""Adventure, Family, Fantasy""",1972,tt0068190,5.7,1878,"""GB, GG, US"""
Alien Conspiracies - The Hidden Truth,movie,"""Documentary""",2023,tt26542870,5.8,10,"""GB, GG, IE, US"""
Alien Contact: NASA Exposed,movie,"""Documentary""",2014,tt5299166,4.8,38,"""IS"""
Alien Exorcism,movie,"""Mystery, Sci-Fi, Thriller""",2011,tt1830459,3.9,329,"""GB, GG, IT, SM, VA"""
Alien Invasion,movie,"""Horror, Sci-Fi""",2023,tt20601506,1.9,550,"""DK, FI, NO, SE, US"""
Alien Shark,movie,"""Drama, Horror, Sci-Fi""",2022,tt16102870,2.4,121,"""GB, GG, IE"""
Alien Visitor,movie,"""Drama, Sci-Fi""",1996,tt0112974,5.7,671,"""AU"""
Alien: Battlefield Earth,movie,"""Sci-Fi""",2021,tt14257552,1.9,257,"""DK, FI, NO, SE"""
Aliens in Egypt,movie,"""Documentary""",2016,tt6536816,4.9,55,"""CA, US"""
Alina,movie,"""Adventure, Family""",2005,tt0485582,6,31,"""AT, CH, DE"""
All Ages: The Boston Hardcore Film,movie,"""Documentary""",2012,tt2361143,7,94,"""NZ"""
All Anything or Love,movie,"""Comedy, Romance""",2016,tt6948128,6.5,1863,"""AU, CA, CM, GB, GG, GH, IE, IT, KE, MW, NG, UG, ZA"""
All Around the Town,movie,"""Crime, Drama, Mystery""",2002,tt0302247,5.2,493,"""BF, CD, MG, ML"""
All at Once,movie,"""Drama""",2016,tt5073756,6.1,459,"""US"""
All Good Things,movie,"""Family""",2019,tt7449274,5.4,258,"""CA, GB, GG, IE, US"""
All Hell Broke Loose,movie,"""Drama, Western""",2009,tt1523266,2.2,215,"""BB, BZ, CM, GY, MW, PG"""
All I Want for Christmas 2,movie,"""Adventure, Drama, Family""",2020,tt10733770,5.6,140,"""AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, PA, PE, PY, SV, UY, VE"""
All I Want Is You 2,movie,"""Drama""",2023,tt27926473,5.8,60,"""GB, GG, IE"""
All Is Bright,movie,"""Comedy, Drama""",2013,tt1462901,5.6,7006,"""AR, BO, BZ, CA, CL, CO, CR, DO, EC, GB, GG, GT, HN, IE, NI, PA, PE, PY, SV, US, UY, VE"""
All Monsters Attack,movie,"""Adventure, Family, Fantasy""",1969,tt0064373,3.9,5755,"""JP"""
All Nighter,movie,"""Comedy, Drama""",2017,tt4662420,5.8,8090,"""AU, BZ, ES, GB, GG, IE, IN, NI, NZ, US"""
All or Nothing,movie,"""Drama""",2002,tt0286261,7.5,11632,"""AT, DE"""
All Quiet on the Western Front,movie,"""Drama, War""",1930,tt0020629,8.1,68807,"""JP"""
All Saints,movie,"""Drama""",2017,tt4663548,6.3,2055,"""US"""
All Styles,movie,"""Drama, Family""",2018,tt7307136,4.3,145,"""GH, KE, NG, UG, ZA"""
All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),movie,"""Documentary""",2021,tt12825680,7.1,263,"""CA, JP"""
All the Things We Never Said,movie,"""Drama""",2020,tt11981880,5.6,73,"""JP"""
All Who Loved Her,movie,"""Drama, Thriller""",2021,tt11177158,3.1,259,"""AU, BM, BZ, CA, CM, GH, GI, GY, IE, KE, LC, MW, NG, NZ, PG, TC, UG, US, ZA"""
Alle Kätzchen naschen gern,movie,"""Comedy""",1969,tt0064005,4.7,169,"""IT, SM, VA"""
Alleluia! The Devil's Carnival,movie,"""Horror, Musical""",2016,tt3892618,6.5,993,"""GH, KE, NG, NZ, PH, UG"""
Alleyball,movie,"""Comedy, Sport""",2006,tt0486546,6.8,54,"""GB, GG, US"""
Allies,movie,"""Action, Drama, War""",2014,tt3204734,5.1,1038,"""AU, BE, BF, CD, CH, CI, FR, GF, MC, MG, ML, NE, NZ, PF, SN, US"""
Allure,movie,"""Drama, Romance, Thriller""",2017,tt6215208,5.1,2239,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, IN, MX, NG, NI, NZ, PA, PE, PY, SV, UY, VE"""
Alma's Way,tv,"""Animation, Family""",2021,tt14120830,8.2,105,"""US"""
Almost Dead,movie,"""Horror, Mystery, Thriller""",1994,tt0109086,4.6,581,"""GB, GG, IT, SM, VA"""
Almost Human,movie,"""Horror, Sci-Fi, Thriller""",2013,tt2325517,4.7,3507,"""CH, LI"""
Almost Unsolved,tv,"""Crime""",2023,tt27075385,6.9,53,"""GB, GG, IE, US"""
Aloevera,movie,"""Drama, Fantasy, Romance""",2020,tt12027832,7.6,91,"""GB, GG"""
Along Recovery,movie,"""Documentary""",2012,tt2615508,8.5,20,"""CA"""
Along With the Gods: The Two Worlds,movie,"""Action, Adventure, Drama""",2017,tt7160070,7.2,20134,"""AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, IN, JM, JP, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"""
Alpha Dog,movie,"""Biography, Crime, Drama""",2006,tt0426883,6.9,109029,"""AR, BO, BR, CL, CO, CR, DO, EC, GB, GG, GT, HN, IT, MX, PA, PE, PY, SM, SV, UY, VA, VE"""
Alphabet City,movie,"""Crime, Drama, Thriller""",1984,tt0086877,5.2,1234,"""IT, SM, VA"""
Always: Sunset on Third Street 2,movie,"""Comedy, Drama, Family""",2007,tt0953981,7.5,1140,"""JP"""
Always: Sunset on Third Street '64,movie,"""Comedy, Drama, Family""",2012,tt1823067,7.1,767,"""JP"""
Amanda & Jack Go Glamping,movie,"""Comedy, Drama, Romance""",2017,tt5578150,4.5,852,"""BE, CH, FR, GF, MC, NL, PF"""
Amateur Night,movie,"""Comedy""",2016,tt4265508,5.1,6469,"""AR, BE, BO, CA, CH, CL, CO, CR, DO, EC, ES, FR, GB, GF, GG, GT, HN, MC, MX, MZ, NI, NL, PA, PE, PY, SV, US, UY, VE"""
Amazed by You,movie,"""Family""",2017,tt6659930,5.2,181,"""AR, AU, BO, CA, CL, CO, CR, DO, EC, GB, GG, GT, HN, IE, MX, MZ, NI, NZ, PA, PE, PY, SV, US, UY, VE"""
Amazing Train Journeys,tv,"""Documentary""",2011,tt2446456,8.7,163,"""US"""
Amazonia,movie,"""Adventure, Comedy, Family""",2013,tt1240899,6.5,1117,"""US"""
Amber,tv,"""Drama""",2014,tt2224645,5.9,948,"""BR, CA, US"""
Amber Light,movie,"""Family""",2019,tt10351124,6.5,12,"""JP"""
Amber the Ambulance,tv,"""Animation, Family""",2017,tt7818362,7.9,27,"""AR, AT, AU, BE, BF, BO, BZ, CA, CD, CH, CI, CL, CO, CR, DE, DO, EC, ES, FR, GF, GT, HN, IS, LI, MC, MG, ML, MX, NE, NI, PA, PE, PF, PY, SM, SN, SV, US, UY, VA, VE"""
Amber's Descent,movie,"""Horror, Thriller""",2020,tt8660656,3.5,188,"""AU, CA, GB, GG, NZ, US"""
Ambrosia,movie,"""Drama""",2012,tt1918669,3.5,527,"""US"""
Ambush at Dark Canyon,movie,"""Drama, Western""",2012,tt1887923,4.9,525,"""BE, CH, GB, GF, GG, MC, PF, US"""
Ambush at Tomahawk Gap,movie,"""Action, Drama, Romance""",1953,tt0045502,5.9,617,"""JP"""
Ambushed,movie,"""Action, Crime, Drama""",2013,tt2497808,3.8,1782,"""BE, CA, FR, GB, GG, IT, NL, SM, VA"""
America 3000,movie,"""Action, Adventure, Comedy""",1986,tt0090630,4.2,1617,"""SM, VA"""
American Beauty Star,tv,"""Game-Show, Reality-TV""",2017,tt6423884,5.6,100,"""US"""
American Cannibals,movie,"""Horror""",2021,tt13799994,4.8,16,"""GB, GG"""
American Confederate,movie,"""Western""",2019,tt10452224,2.4,179,"""US"""
American Daylight,movie,"""Crime, Drama, Romance""",2004,tt0382534,3.8,144,"""AT, BE, CH, DE, ES, FI, IT, JP, MY, NL, NO, PH, PL, PT, SE, SM, VA"""
American Dream,movie,"""Action, Adventure, Crime""",2021,tt1998389,4.4,298,"""US"""
American Drug War: The Last White Hope,movie,"""Crime, Documentary""",2006,tt1033467,7.7,1648,"""AU, BM, BZ, CM, GH, GI, GY, IE, KE, LC, MW, NG, NZ, PG, TC, UG, US, ZA"""
American Gangster: Trap Queens,tv,"""Crime""",2019,tt11198926,8.5,104,"""US"""
American Gun,movie,"""Drama""",2005,tt0416471,6.1,3224,"""CA, SM, VA"""
American Pie Presents: The Naked Mile,movie,"""Comedy""",2006,tt0808146,5.1,75193,"""GB, GG, HK, ID, IE, IN, MY, PH, SG, TH, TW"""
American Royalty,movie,"""Documentary""",2022,tt16058668,9.6,17,"""GB, GG, US"""
American Violence,movie,"""Crime, Drama, Thriller""",2017,tt5848714,4.5,1903,"""AT, DE, US"""
Americana,movie,"""Drama""",2016,tt3662778,5.6,66,"""IE"""
America's Forgotten,movie,"""Documentary""",2020,tt11166000,6.1,210,"""US"""
Amityville Christmas Vacation,movie,"""Comedy""",2022,tt22168286,4.1,133,"""GB, GG, IE"""
Amityville Cult,movie,"""Horror""",2021,tt13729068,2.1,232,"""AO, AR, BM, BO, BZ, CL, CM, CO, CR, DK, DO, EC, FI, GH, GI, GT, GY, HN, IE, KE, LC, MW, MZ, NG, NI, NO, PA, PE, PG, PY, SE, SV, TC, UG, UY, VE, ZA"""
Amityville Playhouse,movie,"""Horror""",2015,tt4086116,1.8,808,"""DK, FI, IE, JP, NO, SE, US"""
Amityville Toybox,movie,"""Horror""",2016,tt5189528,2.1,328,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, JM, KE, LC, MW, NG, PG, TC, TT, UG, ZA"""
Amma Rajyamlo Kadapa Biddalu,movie,"""Drama, Thriller""",2019,tt11268936,3.2,223,"""AG, AU, BB, BS, BZ, CA, CM, GB, GG, GH, GY, IE, IN, JM, KE, MW, NG, NZ, TT, UG, ZA"""
Amor en defensa propia,movie,"""Drama, Romance""",2006,tt0452943,6.5,58,"""AD, ES, PT"""
Amy Fisher: My Story,movie,"""Drama, Thriller""",1992,tt0103682,4.9,260,"""US"""
An Accidental Life,movie,"""Biography, Documentary, Sport""",2022,tt18333106,6.7,44,"""US"""
An Elephant Sitting Still,movie,"""Crime, Drama""",2018,tt8020896,7.8,8331,"""JP"""
An Elephant's Journey,movie,"""Adventure""",2017,tt6849128,5.1,656,"""AU, GB, GH, IT, KE, NG, NZ, SM, UG, VA, ZA"""
An Incurable Case of Love,tv,"""Comedy, Romance""",2020,tt11290750,7.5,1858,"""JP"""
An Old Fashioned Christmas,movie,"""Drama""",2010,tt1785287,5.9,482,"""GB, GG"""
An Organized Killer,movie,"""Crime, Drama, Mystery""",2021,tt12831864,4.9,268,"""BZ, NI"""
An Unforgettable Spring in a Forgotten Village,movie,"""Comedy""",2019,tt8398908,6.7,143,"""AG, AR, BB, BM, BO, BS, BZ, CL, CM, CO, CR, DO, EC, GH, GI, GT, GY, HN, JM, KE, LC, MW, NG, NI, PA, PE, PG, PY, SV, TC, TT, UG, UY, VE"""
Anaconda 3: Offspring,movie,"""Action, Adventure, Horror""",2008,tt1137996,2.8,8849,"""AG, AR, BB, BM, BO, BR, BS, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, TT, US, UY, VE"""
Anarchy Parlor,movie,"""Horror""",2015,tt2948712,4.7,2586,"""GB, GG"""
Anatomia do Crime,tv,"""Crime, Documentary, Reality-TV""",2017,tt5754620,8.8,97,"""BR"""
Anatomy of a Fall,movie,"""Crime, Drama, Thriller""",2023,tt17009710,7.7,156230,"""AG, AR, AT, BB, BM, BO, BR, BS, CA, CL, CO, CR, DE, DO, EC, GB, GG, GI, GT, HN, IE, IN, JM, JP, LC, MT, MX, PA, PE, PY, SV, TC, TT, UY, VE, ZA"""
Anatomy of a Murder,movie,"""Drama, Mystery""",1959,tt0052561,8,73343,"""IT, SM, VA"""
Anbe Anbe,movie,"""Drama""",2003,tt6418582,5.3,23,"""DK, FI, IS, NO, SE"""
Anbulla Appa,movie,"""Drama""",1987,tt1435455,6.6,17,"""DK, FI, IN, IS, NO, SE"""
Anchor Point,movie,"""Documentary""",2021,tt14288824,5.9,18,"""GB, GG, IE, US"""
Anchors,movie,"""Drama""",2015,tt2381923,5.6,89,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, IE, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, ZA"""
Anclados,tv,"""Comedy""",2015,tt4051972,5.6,266,"""ES"""
And Did They Listen?,movie,"""Documentary""",2014,tt5163226,2.7,113,"""BM, BZ, CA, DK, FI, GI, IS, LC, NO, PG, SE, TC, US"""
And So I'm at a Loss,movie,"""Drama""",2022,tt22185426,6.5,30,"""JP"""
Andari Bandhuvaya,movie,"""Drama""",2010,tt1942802,7.5,231,"""DK, FI, IE, IS, NO, SE"""
Andre the Butcher,movie,"""Comedy, Horror""",2005,tt0398927,3.9,941,"""CH"""
Anflug Alpha I,movie,"""Drama, Romance""",1971,tt0066770,6,28,"""AT, CH, DE, LI"""
Angélica,movie,"""Drama""",2019,tt11204896,6,33,"""US"""
Angel,movie,"""Action, Crime, Thriller""",1983,tt0086896,5.8,4867,"""SM, VA"""
Angel Mine,movie,"""Drama""",2023,tt16385452,6.4,18,"""GB, IE"""
Angel Mountain,movie,"""Drama""",2021,tt11157998,5.4,102,"""AU, BM, BZ, CA, CM, GB, GG, GH, GI, GY, IE, KE, LC, MW, NG, NZ, PG, TC, UG, US, ZA"""
Angel Town,movie,"""Action, Drama""",1990,tt0099039,5,886,"""ES, GB, GG, IE"""
Angels Inc,movie,"""Comedy, Drama""",2018,tt12410016,3.6,18,"""BZ, NI"""
Angels of Sin,movie,"""Drama""",1943,tt0035636,7.2,1826,"""JP"""
Angels on Tap,movie,"""Comedy""",2018,tt5318156,5.3,84,"""BZ, IS, NZ, US"""
Angels Sing,movie,"""Comedy, Drama, Family""",2013,tt1833888,5.9,2486,"""GB, GG, GI, IE"""
Angels Unaware,movie,"""Drama""",2022,tt12273494,5.9,105,"""GB, GG, IE, US"""
Anhedonia,movie,"""Comedy, Drama, Sci-Fi""",2016,tt5566684,4.9,69,"""CH, LI"""
Anhonee,movie,"""Mystery, Thriller""",1973,tt0297731,7.2,72,"""AG, AU, BB, BM, BS, BZ, CM, GH, GI, GY, IN, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, ZA"""
Aniara,movie,"""Drama, Sci-Fi""",2018,tt7589524,6.3,12927,"""IT, SM, VA"""
Animal Airport,tv,"""Documentary""",2012,tt6848338,8.1,84,"""AU, CA, NZ, US"""
Animals Like Us,tv,"""Documentary""",2004,tt1131770,8,21,"""BE, BF, CD, CH, CI, FR, GF, IS, MC, MG, ML, NE, PF, SN, US"""
Animated Stories from the New Testament,tv,"""Animation, Drama, Family""",1987,tt5153902,6.8,131,"""BR"""
Animator,movie,"""Action, Adventure, Drama""",2018,tt5850176,4.1,229,"""GB, GG, IE"""
Animus,movie,"""Horror, Thriller""",2013,tt2431576,2.8,589,"""AT, CH, DE"""
Ankhiyon Ke Jharokhon Se,movie,"""Drama, Family, Musical""",1978,tt0165625,7.6,461,"""DK, FI, IN, IS, NO, SE"""
Anoche,movie,"""Comedy""",2019,tt8411512,4.9,55,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Anohana: The Flower We Saw That Day,tv,"""Adventure, Animation, Drama""",2011,tt1913273,8.1,16490,"""JP"""
Anonymous Killers,movie,"""Crime, Horror, Thriller""",2020,tt3727948,3.8,250,"""AT, DE"""
Another 48 Hrs.,movie,"""Action, Comedy, Crime""",1990,tt0099044,5.9,45547,"""CU"""
Another Heaven,movie,"""Crime, Horror, Sci-Fi""",2000,tt0244975,5.9,886,"""AT, CH, DE, LI"""
Another Pair of Aces: Three of a Kind,movie,"""Crime, Drama""",1991,tt0101355,5.5,283,"""US"""
Anthony Bourdain: No Reservations,tv,"""Adventure, Documentary, Reality-TV""",2005,tt0475900,8.5,8075,"""CA, GB, GG"""
Anthony Clark: Ambiguous,movie,"""Comedy, Documentary""",2012,tt2605238,5.7,33,"""BS, NZ"""
Antibody,movie,"""Action, Horror, Sci-Fi""",2002,tt0295173,3.4,1039,"""BM, BS"""
"Antofagasta, New York",movie,"""Comedy""",2018,tt5721170,4.9,10,"""US"""
Antony and Cleopatra,movie,"""Drama, History""",1972,tt0068920,5.8,1259,"""GB, GG, US"""
Antorshotta,movie,"""Drama""",2018,tt8587006,7.7,7,"""DK, FI, IN, IS, NO, NZ, SE"""
Antrum: The Deadliest Film Ever Made,movie,"""Horror""",2018,tt9213244,4.9,4753,"""AG, AU, BB, BE, BF, BM, BS, CD, CH, CI, CM, ES, FR, GB, GF, GG, GH, GI, IE, IT, JM, KE, LC, MC, MG, ML, MW, NE, NG, PF, SM, SN, TC, TT, UG, US, VA, ZA"""
Anveshana,movie,"""Mystery, Thriller""",1985,tt0247932,7.7,370,"""AU, BM, BZ, CA, CM, GH, GI, GY, KE, LC, MW, NG, NZ, PG, PH, TC, UG, ZA"""
Anywhere Is Here,movie,"""Drama""",2019,tt10260810,4,32,"""BZ, NZ, US"""
Aoki vanpaia no nayami,tv,"""Fantasy""",2021,tt14012138,5.7,7,"""JP"""
Apache Warrior,movie,"""Documentary""",2017,tt6423664,6.6,423,"""AU, BZ, CA, DK, FI, IS, NO, NZ, SE, US, ZA"""
Apne,movie,"""Action, Drama, Sport""",2007,tt0814014,6.1,3618,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, IN, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, ZA"""
Apocrypha,movie,"""Drama, Horror, Mystery""",2011,tt1922548,4.4,64,"""GB, GG, IE"""
Apparitions,tv,"""Action, Drama, Horror""",2008,tt1140939,7.9,1955,"""AU, CA, IE, NZ"""
April Morning,movie,"""Drama, History, War""",1988,tt0094673,6.4,817,"""US"""
Arap Kadri,movie,"""Comedy""",2024,tt29551250,3.7,219,"""AT, DE, TR"""
Arboretum,movie,"""Thriller""",2020,tt11205640,5.2,72,"""AT, CH, DE"""
Are they Here? UFOs Caught on Camera,movie,"""Documentary""",2020,tt14967688,4.7,23,"""AU, CA, NZ, US, ZA"""
Are You Afraid of the Dark?,tv,"""Drama, Fantasy, Horror""",1990,tt0103352,8.2,16627,"""BZ, NI"""
Aria: The Animation,tv,"""Animation, Comedy, Family""",2005,tt0977907,7.2,473,"""JP"""
"Aries Spears: Hollywood, Look I'm Smiling",movie,"""Comedy""",2011,tt1876248,7.3,320,"""CA, US"""
Arjan,movie,"""Comedy, Drama, Family""",2017,tt6369298,6.3,121,"""AG, BB, BS, CM, DK, FI, GH, GY, IN, IS, JM, KE, MW, NG, NO, NZ, SE, TT, UG, ZA"""
Armin Van Buuren: This Was Intense,movie,"""Documentary""",2015,tt5186200,6.5,58,"""GB, GG, IE"""
Armour of God,movie,"""Action, Adventure, Comedy""",1986,tt0091431,6.9,22656,"""AR, BO, BR, BZ, CL, CO, CR, DO, EC, GB, GG, GT, HN, JP, MX, NI, PA, PE, PY, SV, UY, VE"""
Army of One,movie,"""Action""",2020,tt7153488,4.5,6709,"""AU, BM, BZ, CA, CM, ES, GB, GG, GH, GI, GY, IE, KE, LC, MW, NG, NZ, PG, TC, UG, US, ZA"""
Aro Tolbukhin in the Mind of a Killer,movie,"""Drama""",2002,tt0291022,6.5,498,"""BZ, CU, GY, NI"""
